3	1
3	2
10	1
10	7
13	3
13	10
15	10
16	9
17	9
19	8
21	3
22	9
24	10
26	16
27	4
27	16
27	18
28	4
28	7
28	15
28	18
28	24
29	19
30	26
31	7
31	15
31	24
31	30
32	3
33	26
33	31
34	7
34	15
34	17
34	22
34	24
38	1
38	13
38	29
40	10
40	28
40	31
40	34
41	3
42	8
42	14
42	20
44	29
44	35
44	39
45	25
45	29
45	37
46	7
46	15
46	24
46	25
46	37
46	40
47	2
47	11
47	21
47	32
47	41
47	43
48	19
48	38
48	44
48	45
49	11
49	16
49	43
50	3
50	47
51	19
51	38
51	44
51	45
53	3
53	10
53	38
54	6
54	12
54	14
54	20
54	23
54	36
54	52
55	42
55	54
56	45
56	46
57	44
59	3
59	10
59	38
60	19
60	38
60	44
60	45
61	27
61	28
62	36
62	47
62	49
63	16
63	25
63	37
63	56
65	1
65	13
65	14
65	20
65	53
65	55
65	59
66	4
66	18
66	29
66	48
66	51
66	60
66	61
67	2
67	6
67	12
67	21
67	23
67	32
67	36
67	41
67	50
67	52
68	11
68	14
68	20
68	43
68	55
68	62
69	6
69	7
69	12
69	15
69	23
69	24
69	36
69	40
69	52
70	4
70	14
70	18
70	20
70	55
70	61
71	8
71	16
72	1
72	13
72	16
72	53
72	59
73	10
73	28
73	31
73	34
73	46
73	69
74	2
74	21
74	32
74	35
74	39
74	41
74	50
74	57
76	17
76	22
76	29
76	48
76	51
76	60
77	2
77	5
77	21
77	32
77	41
77	50
77	58
77	64
77	75
78	9
78	26
78	27
78	49
78	63
78	71
78	72
79	9
79	26
79	27
79	49
79	63
79	71
79	72
80	9
80	34
80	76
81	29
81	30
81	33
81	48
81	51
81	60
82	26
82	31
82	81
83	42
83	54
83	65
83	68
83	70
84	19
84	42
84	71
85	16
85	35
85	39
85	57
85	78
85	79
86	19
86	42
86	71
87	2
87	17
87	21
87	22
87	32
87	41
87	50
87	80
88	19
88	38
88	44
88	45
88	66
88	76
88	81
89	2
89	21
89	25
89	32
89	37
89	41
89	50
89	56
90	2
90	21
90	30
90	32
90	33
90	41
90	50
90	82
91	11
91	29
91	43
91	48
91	51
91	60
91	62
91	88
92	14
92	17
92	20
92	22
92	55
92	80
92	83
93	27
93	28
93	66
93	70
94	2
94	8
94	21
94	32
94	41
94	50
94	84
94	86
95	45
95	46
95	63
95	89
96	77
97	9
97	34
97	76
97	87
97	92
98	7
98	8
98	15
98	24
98	40
98	73
98	84
98	86
99	9
99	26
99	27
99	49
99	63
99	71
99	72
99	85
100	44
100	74
100	85
101	14
101	20
101	30
101	33
101	55
101	82
101	83
102	27
102	28
102	66
102	70
103	9
103	34
103	76
103	87
103	92
104	7
104	15
104	24
104	35
104	39
104	40
104	57
104	73
104	100
105	19
105	42
105	71
105	94
105	98
106	26
106	31
106	81
106	90
106	101
107	26
107	31
107	52
107	81
107	90
107	101
108	14
108	20
108	35
108	39
108	55
108	57
108	83
108	100
109	2
109	4
109	18
109	21
109	32
109	41
109	50
109	61
109	93
109	102
110	44
110	74
110	85
110	104
110	108
111	19
111	42
111	71
111	94
111	98
112	9
112	26
112	27
112	49
112	63
112	71
112	72
112	85
113	3
113	10
113	38
113	65
113	72
114	47
114	49
114	68
114	91
115	5
115	14
115	20
115	55
115	58
115	64
115	75
115	83
115	96
116	6
116	12
116	16
116	23
116	36
116	52
116	78
116	79
116	99
116	112
117	5
117	7
117	15
117	24
117	40
117	58
117	64
117	73
117	75
117	96
118	45
118	46
118	63
118	89
119	42
119	54
119	65
119	68
119	70
119	92
119	101
119	108
119	115
120	14
120	20
120	25
120	37
120	55
120	56
120	83
120	95
120	118
120	119
121	5
121	16
121	58
121	64
121	75
121	78
121	79
121	96
121	99
121	112
122	5
122	29
122	48
122	51
122	58
122	60
122	64
122	75
122	88
122	96
123	7
123	11
123	15
123	24
123	40
123	43
123	62
123	73
123	114
124	47
124	49
124	68
124	91
124	123
125	6
125	12
125	23
125	29
125	36
125	48
125	51
125	52
125	60
125	88
